Title	Reference	Date	Genre
TikTok vượt Google, Facebook về lượng truy cập web	https://vnexpress.net/tiktok-vuot-google-facebook-ve-luong-truy-cap-web-4407057.html	Thứ năm, 23/12/2021, 15:54 (GMT+7)	Đời sống số 
Người mua NFT bị lừa 1,3 triệu USD qua chat	https://vnexpress.net/nguoi-mua-nft-bi-lua-1-3-trieu-usd-qua-chat-4406989.html	Thứ năm, 23/12/2021, 12:00 (GMT+7)	Bảo mật 
Map4D đặt mục tiêu thành nền tảng bản đồ số quốc gia	https://vnexpress.net/map4d-dat-muc-tieu-thanh-nen-tang-ban-do-so-quoc-gia-4407105.html	Thứ năm, 23/12/2021, 17:00 (GMT+7)	 
Nhóm kỹ sư Việt vào top xuất sắc trong cuộc thi AI thế giới	https://vnexpress.net/nhom-ky-su-viet-vao-top-xuat-sac-trong-cuoc-thi-ai-the-gioi-4407138.html	Thứ năm, 23/12/2021, 16:00 (GMT+7)	 
Nhiều tính năng nổi bật trên tủ đông Aqua	https://vnexpress.net/nhieu-tinh-nang-noi-bat-tren-tu-dong-aqua-4403586.html	Thứ năm, 23/12/2021, 08:00 (GMT+7)	 
Luxshare xây nhà máy iPhone rộng bằng 40 sân bóng đá	https://vnexpress.net/luxshare-xay-nha-may-iphone-rong-bang-40-san-bong-da-4406711.html	Thứ tư, 22/12/2021, 17:12 (GMT+7)	Đời sống số 
Việt Nam triển khai thương mại 5G năm 2022	https://vnexpress.net/viet-nam-trien-khai-thuong-mai-5g-nam-2022-4406684.html	Thứ tư, 22/12/2021, 16:43 (GMT+7)	 
Nỗi khó xử của nữ giới trong vũ trụ ảo	https://vnexpress.net/noi-kho-xu-cua-nu-gioi-trong-vu-tru-ao-4406388.html	Thứ tư, 22/12/2021, 15:11 (GMT+7)	Đời sống số 
Tiền ảo thành công cụ mới của tội phạm ở Việt Nam	https://vnexpress.net/tien-ao-thanh-cong-cu-moi-cua-toi-pham-o-viet-nam-4406178.html	Thứ tư, 22/12/2021, 06:00 (GMT+7)	Đời sống số 
Sự kiện công nghệ thế giới nổi bật năm 2021	https://vnexpress.net/su-kien-cong-nghe-the-gioi-noi-bat-nam-2021-4405558.html	Thứ tư, 22/12/2021, 00:00 (GMT+7)	 
Giới hạn vật lý của chip thách thức tiến bộ công nghệ	https://vnexpress.net/gioi-han-vat-ly-cua-chip-thach-thuc-tien-bo-cong-nghe-4406025.html	Thứ tư, 22/12/2021, 10:58 (GMT+7)	 
5 cuộc đấu 'song mã' tại Chung kết Tech Awards tuần hai	https://vnexpress.net/5-cuoc-dau-song-ma-tai-chung-ket-tech-awards-tuan-hai-4406394.html	Thứ tư, 22/12/2021, 08:15 (GMT+7)	Đời sống số 
VNG Cloud nhận giải chuyển đổi số Việt Nam	https://vnexpress.net/vng-cloud-nhan-giai-chuyen-doi-so-viet-nam-4406373.html	Thứ tư, 22/12/2021, 19:30 (GMT+7)	 
Khu công nghệ cao có thêm trung tâm dữ liệu 70 triệu USD	https://vnexpress.net/khu-cong-nghe-cao-co-them-trung-tam-du-lieu-70-trieu-usd-4406170.html	Thứ tư, 22/12/2021, 09:30 (GMT+7)	 
Yếu tố con người trong an toàn không gian mạng	https://vnexpress.net/yeu-to-con-nguoi-trong-an-toan-khong-gian-mang-4405662.html	Thứ tư, 22/12/2021, 08:00 (GMT+7)	 
MeKo là nhà phân phối sản phẩm MSI tại Việt Nam	https://vnexpress.net/meko-la-nha-phan-phoi-san-pham-msi-tai-viet-nam-4404363.html	Thứ tư, 22/12/2021, 08:00 (GMT+7)	 
